user_id,topic_id,days_since_last_review,repetitions,ease_factor,recalled_correctly
477,60,14,0,2.5,0
410,87,27,0,2.5,0
389,45,20,0,2.5,0
136,13,17,0,2.5,0
490,57,19,0,2.5,0
189,27,17,0,2.5,0
439,28,23,0,2.5,0
268,29,6,0,2.5,0
143,22,23,0,2.5,0
308,99,5,0,2.5,1
213,52,5,0,2.5,0
393,88,1,0,2.5,1
35,53,25,0,2.5,0
249,93,25,0,2.5,0
231,63,0,0,2.3,1
220,57,0,0,2.3,1
20,47,19,0,2.5,0
58,90,21,0,2.5,0
67,84,7,0,2.5,0
99,16,9,0,2.5,0
480,22,6,0,2.5,0
301,20,20,0,2.5,0
31,0,5,0,2.5,0
360,37,6,0,2.5,0
449,51,11,0,2.5,0
350,13,0,0,2.3,1
191,73,30,0,2.5,0
249,84,14,0,2.5,0
278,52,2,0,2.5,1
364,46,0,0,2.3,1
25,22,18,0,2.5,0
167,48,3,0,2.5,0
241,31,12,0,2.5,0
58,42,13,0,2.5,0
395,32,26,0,2.5,0
126,97,17,0,2.5,0
354,5,19,0,2.5,0
267,21,0,0,2.3,1
493,57,17,0,2.5,0
382,92,19,0,2.5,0
334,1,22,0,2.5,0
228,8,15,0,2.5,0
403,33,2,0,2.5,1
298,3,1,0,2.5,1
174,82,0,0,2.3,1
360,9,12,0,2.5,0
277,1,28,0,2.5,0
41,39,20,0,2.5,0
72,71,21,0,2.5,0
289,38,3,0,2.5,1
307,39,21,0,2.5,0
32,76,26,0,2.5,0
108,47,24,0,2.5,0
462,15,2,0,2.5,1
397,69,0,0,2.3,1
21,95,9,0,2.5,0
338,94,13,0,2.5,0
56,69,20,0,2.5,0
93,67,0,0,2.3,1
403,67,16,0,2.5,0
139,80,28,0,2.5,0
345,90,25,0,2.5,0
253,12,20,0,2.5,0
46,93,0,0,2.3,1
353,56,28,0,2.5,0
279,77,18,0,2.5,0
63,56,27,0,2.5,0
442,97,7,0,2.5,1
474,64,24,0,2.5,0
445,6,26,0,2.5,0
303,7,10,0,2.5,0
237,60,5,0,2.5,0
385,88,19,0,2.5,0
246,93,26,0,2.5,0
296,1,0,0,2.3,1
54,46,30,0,2.5,0
212,79,5,0,2.5,0
162,62,0,0,2.3,1
50,0,25,0,2.5,0
423,10,16,0,2.5,0
449,66,7,0,2.5,0
343,94,19,0,2.5,0
286,21,4,0,2.5,0
311,11,19,0,2.5,0
442,36,15,0,2.5,0
337,69,9,0,2.5,0
470,43,30,0,2.5,0
233,92,13,0,2.5,0
464,12,15,0,2.5,1
328,2,29,0,2.5,0
466,65,27,0,2.5,0
272,23,0,0,2.3,1
421,1,28,0,2.5,0
404,27,13,0,2.5,0
39,43,0,0,2.3,1
407,67,2,0,2.5,1
219,59,1,0,2.5,1
295,86,29,0,2.5,0
289,17,29,0,2.5,0
265,56,0,0,2.3,1
89,69,0,1,2.4,1
150,7,29,0,2.5,0
24,69,23,0,2.5,0
144,19,12,0,2.5,0
42,6,12,0,2.5,0
466,92,30,0,2.5,0
439,86,8,0,2.5,0
449,19,5,0,2.5,0
232,63,19,0,2.5,0
164,61,2,0,2.5,0
109,33,9,0,2.5,0
95,97,21,0,2.5,0
184,0,6,0,2.5,0
471,13,19,0,2.5,0
374,59,14,0,2.5,0
415,34,6,0,2.5,0
193,4,7,0,2.5,0
70,94,7,0,2.5,0
447,51,27,0,2.5,0
172,98,0,1,2.6,1
433,77,20,0,2.5,0
435,81,16,0,2.5,0
276,32,30,0,2.5,0
379,85,0,0,2.3,1
224,14,3,0,2.5,1
300,96,5,0,2.5,0
295,80,25,0,2.5,0
213,41,22,0,2.5,1
47,93,9,0,2.5,0
65,94,10,0,2.5,0
65,36,24,0,2.5,0
276,35,2,0,2.5,0
183,86,25,0,2.5,0
401,85,27,0,2.5,0
304,97,10,0,2.5,0
244,54,0,1,2.6,1
144,93,11,0,2.5,0
256,88,15,0,2.5,0
147,38,0,0,2.3,1
366,75,26,0,2.5,0
52,81,5,0,2.5,0
483,72,29,0,2.5,0
15,64,19,0,2.5,0
292,31,19,0,2.5,0
160,74,1,0,2.5,1
242,53,29,0,2.5,0
330,79,0,0,2.3,1
190,15,3,0,2.5,1
203,12,22,0,2.5,0
325,61,24,0,2.5,0
449,22,19,0,2.5,0
150,83,8,0,2.5,0
129,2,6,0,2.5,0
489,45,22,0,2.5,0
46,94,17,0,2.5,0
272,26,18,0,2.5,0
471,71,18,0,2.5,0
159,64,5,0,2.5,0
294,60,8,0,2.5,0
413,90,10,0,2.5,0
434,96,27,0,2.5,0
315,26,0,0,2.3,1
210,87,22,0,2.5,0
123,22,25,0,2.5,0
299,39,7,0,2.5,0
220,20,6,0,2.5,0
37,11,19,0,2.5,0
51,63,19,0,2.5,0
221,56,1,0,2.5,0
93,0,17,0,2.5,0
316,17,18,0,2.5,0
418,30,23,0,2.5,0
362,36,7,0,2.5,0
236,79,0,0,2.3,1
167,48,0,0,2.3,1
32,90,15,0,2.5,0
18,10,27,0,2.5,0
13,55,25,0,2.5,0
464,58,19,0,2.5,0
114,41,29,0,2.5,0
385,12,2,0,2.5,1
300,29,12,0,2.5,0
458,0,22,0,2.5,0
250,41,18,0,2.5,0
302,67,2,0,2.5,1
295,81,19,0,2.5,0
331,87,29,0,2.5,0
199,68,21,0,2.5,0
328,81,19,0,2.5,0
277,99,6,0,2.5,0
196,86,24,0,2.5,0
279,74,8,0,2.5,0
312,70,15,0,2.5,0
441,98,3,0,2.5,0
148,93,8,0,2.5,0
388,33,2,0,2.5,1
136,16,24,0,2.5,0
269,95,29,0,2.5,0
121,43,25,0,2.5,0
6,6,26,0,2.5,0
388,57,0,0,2.3,1
242,70,0,0,2.3,1
498,0,7,0,2.5,0
296,17,6,0,2.5,0
141,10,22,0,2.5,0
292,42,8,0,2.5,0
446,78,0,0,2.3,1
348,56,17,0,2.5,0
428,54,8,0,2.5,0
387,26,6,0,2.5,0
278,33,16,0,2.5,0
57,3,12,0,2.5,0
448,14,22,0,2.5,0
155,42,27,0,2.5,0
271,6,19,0,2.5,0
372,78,6,0,2.5,0
88,55,4,0,2.5,1
391,44,21,0,2.5,0
191,50,22,0,2.5,0
436,31,2,0,2.5,0
165,87,5,0,2.5,0
108,63,26,0,2.5,0
493,14,1,0,2.5,1
378,60,1,0,2.5,1
346,70,2,0,2.5,0
129,59,16,0,2.5,0
29,24,1,0,2.5,1
47,22,19,0,2.5,0
167,10,1,0,2.5,1
124,15,16,0,2.5,0
473,99,28,0,2.5,0
368,19,0,0,2.3,1
90,72,12,0,2.5,0
499,89,6,0,2.5,0
273,11,24,0,2.5,0
189,78,30,0,2.5,0
395,54,21,0,2.5,0
298,12,29,0,2.5,0
249,3,26,0,2.5,0
143,26,12,0,2.5,0
448,68,15,0,2.5,0
355,52,12,0,2.5,0
399,47,0,1,2.6,1
62,42,27,0,2.5,0
408,37,3,0,2.5,1
496,65,29,0,2.5,0
498,45,28,0,2.5,0
432,4,0,0,2.3,1
256,47,3,0,2.5,0
261,62,28,0,2.5,0
42,40,0,1,2.4,1
103,62,30,0,2.5,0
227,35,5,0,2.5,0
312,1,0,0,2.3,1
424,12,0,0,2.3,1
257,23,19,0,2.5,0
14,51,23,0,2.5,0
198,4,10,0,2.5,0
43,95,15,0,2.5,0
457,42,25,0,2.5,0
484,43,7,0,2.5,0
15,57,8,0,2.5,0
281,13,17,0,2.5,0
11,36,27,0,2.5,0
266,49,4,0,2.5,0
361,28,9,0,2.5,0
436,5,22,0,2.5,0
120,67,26,0,2.5,0
38,26,24,0,2.5,0
354,30,29,0,2.5,0
71,7,3,0,2.5,0
300,31,3,0,2.5,0
16,52,7,0,2.5,0
257,84,16,0,2.5,0
387,30,3,0,2.5,0
240,49,22,0,2.5,0
234,30,7,0,2.5,0
244,93,0,1,2.6,1
381,67,15,0,2.5,0
0,90,24,0,2.5,0
339,30,21,0,2.5,0
360,13,5,0,2.5,0
228,18,20,0,2.5,0
174,19,26,0,2.5,0
43,29,11,0,2.5,0
239,72,0,1,2.4,1
241,5,23,0,2.5,0
26,93,24,0,2.5,0
298,50,13,0,2.5,0
436,55,7,0,2.5,0
120,37,8,0,2.5,0
226,17,2,0,2.5,1
23,17,14,0,2.5,0
345,92,1,0,2.5,1
497,92,18,0,2.5,0
241,45,17,0,2.5,0
295,1,9,0,2.5,0
406,78,17,0,2.5,0
494,70,26,0,2.5,0
169,76,8,0,2.5,0
401,97,7,0,2.5,1
314,60,16,0,2.5,0
220,53,4,0,2.5,0
428,47,5,0,2.5,0
304,7,25,0,2.5,0
492,9,25,0,2.5,0
253,59,16,0,2.5,0
332,32,7,0,2.5,0
157,2,0,1,2.6,1
436,18,21,0,2.5,0
18,89,2,0,2.5,0
77,85,10,0,2.5,0
32,65,0,0,2.3,1
263,10,3,0,2.5,0
353,52,20,0,2.5,0
276,54,0,0,2.3,1
183,65,17,0,2.5,0
23,89,19,0,2.5,0
336,99,24,0,2.5,0
138,11,5,0,2.5,0
445,57,11,0,2.5,0
408,78,28,0,2.5,0
220,88,26,0,2.5,0
188,52,4,0,2.5,0
115,35,11,0,2.5,0
226,6,19,0,2.5,0
394,25,21,0,2.5,0
322,81,20,0,2.5,0
135,16,22,0,2.5,0
443,73,10,0,2.5,0
178,97,30,0,2.5,0
205,8,16,0,2.5,0
428,3,19,0,2.5,0
187,69,24,0,2.5,0
181,76,2,0,2.5,1
264,40,17,0,2.5,0
267,56,19,0,2.5,0
313,16,27,0,2.5,0
17,26,30,0,2.5,0
353,5,2,0,2.5,1
457,16,19,0,2.5,0
186,61,22,0,2.5,0
234,54,18,0,2.5,0
306,41,22,0,2.5,0
376,83,1,0,2.5,0
399,59,19,0,2.5,0
239,81,30,0,2.5,0
282,78,0,0,2.3,1
398,58,16,0,2.5,0
403,38,15,0,2.5,0
67,84,0,0,2.3,1
392,18,21,0,2.5,0
286,40,0,0,2.3,1
138,52,0,0,2.3,1
202,98,21,0,2.5,0
291,24,27,0,2.5,0
204,35,0,0,2.3,1
73,11,11,0,2.5,0
146,11,0,0,2.3,1
145,82,4,0,2.5,0
37,46,21,0,2.5,0
209,23,11,0,2.5,0
2,61,8,0,2.5,0
363,25,29,0,2.5,0
391,11,19,0,2.5,0
66,8,18,0,2.5,0
245,54,18,0,2.5,0
139,27,0,1,2.6,1
188,55,4,0,2.5,0
3,34,1,0,2.5,1
126,49,16,0,2.5,0
454,49,15,0,2.5,0
170,87,15,0,2.5,0
360,98,19,0,2.5,0
11,85,0,0,2.3,1
435,34,30,0,2.5,0
429,37,23,0,2.5,0
344,14,27,0,2.5,0
447,99,26,0,2.5,0
399,11,21,0,2.5,0
186,3,0,0,2.3,1
287,68,22,0,2.5,0
294,63,17,0,2.5,0
222,29,22,0,2.5,0
250,74,28,0,2.5,0
167,37,19,0,2.5,0
342,28,24,0,2.5,0
229,93,2,0,2.5,0
199,80,0,0,2.3,1
476,87,3,0,2.5,0
41,42,9,0,2.5,0
166,16,17,0,2.5,0
247,25,28,0,2.5,0
325,8,19,0,2.5,0
390,38,28,0,2.5,0
310,43,20,0,2.5,0
411,54,29,0,2.5,0
146,70,26,0,2.5,0
175,83,16,0,2.5,0
415,8,11,0,2.5,0
72,15,20,0,2.5,0
457,18,6,0,2.5,1
150,61,7,0,2.5,0
25,45,3,0,2.5,0
220,51,6,0,2.5,0
191,29,0,0,2.3,1
265,19,8,0,2.5,1
75,8,8,0,2.5,0
397,48,20,0,2.5,0
13,78,17,0,2.5,0
303,37,10,0,2.5,0
374,55,13,0,2.5,0
305,99,7,0,2.5,0
308,35,12,0,2.5,0
159,77,0,0,2.3,1
284,99,1,0,2.5,1
119,43,25,0,2.5,0
384,27,7,0,2.5,0
333,31,4,0,2.5,0
199,28,0,0,2.3,1
286,42,30,0,2.5,0
32,41,3,0,2.5,1
242,25,8,0,2.5,0
119,55,30,0,2.5,0
28,12,14,0,2.5,0
151,66,9,0,2.5,0
186,18,9,0,2.5,0
108,95,23,0,2.5,0
151,50,5,0,2.5,1
142,67,25,0,2.5,0
9,82,6,0,2.5,0
202,23,9,0,2.5,1
486,56,16,0,2.5,0
107,24,1,0,2.5,0
478,98,4,0,2.5,1
499,20,15,0,2.5,0
312,52,20,0,2.5,0
151,17,24,0,2.5,0
104,71,22,0,2.5,0
139,62,14,0,2.5,0
70,47,3,0,2.5,0
391,38,12,0,2.5,0
27,5,14,0,2.5,0
342,90,25,0,2.5,0
311,92,19,0,2.5,0
46,22,28,0,2.5,0
225,75,23,0,2.5,0
397,33,25,0,2.5,0
251,47,13,0,2.5,0
272,14,28,0,2.5,1
276,35,0,0,2.3,1
41,65,13,0,2.5,0
220,84,26,0,2.5,0
221,88,8,0,2.5,0
391,41,7,0,2.5,0
2,87,12,0,2.5,1
42,40,0,2,2.5,1
104,54,24,0,2.5,0
212,32,27,0,2.5,0
13,30,23,0,2.5,0
121,88,1,0,2.5,1
268,29,0,0,2.3,1
243,57,9,0,2.5,0
197,0,4,0,2.5,0
172,12,20,0,2.5,0
176,36,5,0,2.5,0
375,3,12,0,2.5,0
83,60,26,0,2.5,0
489,54,12,0,2.5,0
484,84,5,0,2.5,1
174,36,13,0,2.5,0
134,16,7,0,2.5,0
398,14,25,0,2.5,0
451,14,5,0,2.5,0
249,69,15,0,2.5,0
396,80,11,0,2.5,1
72,24,18,0,2.5,0
73,51,29,0,2.5,0
78,60,12,0,2.5,0
34,90,12,0,2.5,0
117,61,27,0,2.5,0
70,22,18,0,2.5,0
143,34,25,0,2.5,0
196,26,4,0,2.5,0
278,26,12,0,2.5,0
478,79,18,0,2.5,0
95,51,0,0,2.3,1
219,37,13,0,2.5,0
326,65,18,0,2.5,0
142,91,0,0,2.3,1
251,99,28,0,2.5,0
497,78,22,0,2.5,0
162,49,11,0,2.5,0
318,40,11,0,2.5,0
0,27,23,0,2.5,0
155,58,13,0,2.5,0
166,23,4,0,2.5,0
427,8,12,0,2.5,0
368,13,30,0,2.5,0
414,67,14,0,2.5,0
474,9,29,0,2.5,0
12,39,26,0,2.5,0
362,58,0,0,2.3,1
391,58,22,0,2.5,0
18,28,24,0,2.5,0
183,2,23,0,2.5,0
407,59,4,0,2.5,0
462,38,12,0,2.5,0
435,54,19,0,2.5,0
377,47,5,0,2.5,0
488,98,19,0,2.5,0
413,1,30,0,2.5,0
139,2,7,0,2.5,0
135,8,5,0,2.5,0
312,78,11,0,2.5,0
307,63,4,0,2.5,0
81,41,28,0,2.5,0
404,26,0,0,2.3,1
14,45,20,0,2.5,0
52,46,3,0,2.5,0
381,27,14,0,2.5,0
255,82,12,0,2.5,0
358,45,0,0,2.3,1
323,21,7,0,2.5,0
123,88,27,0,2.5,0
294,32,1,0,2.5,1
202,83,15,0,2.5,0
248,91,12,0,2.5,0
416,98,23,0,2.5,0
113,94,19,0,2.5,0
388,26,16,0,2.5,0
258,49,29,0,2.5,0
370,81,15,0,2.5,0
125,33,12,0,2.5,0
467,99,21,0,2.5,0
440,49,3,0,2.5,0
406,7,10,0,2.5,0
92,88,1,0,2.5,1
98,86,0,0,2.3,1
267,30,23,0,2.5,0
354,97,15,0,2.5,1
144,22,0,0,2.3,1
315,85,2,0,2.5,1
218,64,0,0,2.3,1
375,12,1,0,2.5,0
262,39,13,0,2.5,0
182,17,8,0,2.5,0
230,93,8,0,2.5,0
421,51,8,0,2.5,0
91,42,24,0,2.5,0
439,28,0,0,2.3,1
327,53,5,0,2.5,0
211,28,0,0,2.3,1
11,9,1,0,2.5,1
247,42,19,0,2.5,0
330,16,18,0,2.5,0
285,88,8,0,2.5,0
46,92,0,0,2.3,1
244,85,17,0,2.5,0
361,37,1,0,2.5,1
287,82,24,0,2.5,0
447,24,21,0,2.5,0
196,89,29,0,2.5,0
187,87,20,0,2.5,0
243,15,7,0,2.5,0
431,76,25,0,2.5,0
397,13,10,0,2.5,0
493,92,28,0,2.5,0
192,44,18,0,2.5,0
386,46,5,0,2.5,0
319,11,26,0,2.5,0
291,53,24,0,2.5,0
479,96,5,0,2.5,0
365,2,21,0,2.5,0
71,61,20,0,2.5,0
316,22,28,0,2.5,0
79,97,1,0,2.5,1
302,71,30,0,2.5,0
324,93,4,0,2.5,1
472,90,1,0,2.5,1
175,36,10,0,2.5,0
99,2,21,0,2.5,0
124,43,20,0,2.5,0
303,29,18,0,2.5,0
386,7,1,0,2.5,0
203,85,29,0,2.5,0
32,81,23,0,2.5,0
435,42,20,0,2.5,0
170,55,29,0,2.5,0
381,65,9,0,2.5,0
289,69,15,0,2.5,0
93,0,0,0,2.3,1
23,63,24,0,2.5,0
463,89,10,0,2.5,0
332,46,12,0,2.5,0
482,82,27,0,2.5,0
285,19,3,0,2.5,1
380,16,21,0,2.5,0
420,8,12,0,2.5,0
272,69,18,0,2.5,1
490,39,4,0,2.5,1
394,2,14,0,2.5,1
161,93,28,0,2.5,0
122,17,0,0,2.3,1
138,21,26,0,2.5,0
48,99,0,0,2.3,1
237,53,15,0,2.5,0
47,27,30,0,2.5,0
303,86,8,0,2.5,0
6,54,7,0,2.5,0
8,99,29,0,2.5,0
246,12,4,0,2.5,0
289,89,17,0,2.5,0
462,30,21,0,2.5,0
262,66,26,0,2.5,0
383,54,6,0,2.5,0
269,82,17,0,2.5,0
84,10,7,0,2.5,0
488,51,21,0,2.5,0
61,43,20,0,2.5,0
197,43,20,0,2.5,0
52,79,30,0,2.5,0
432,54,21,0,2.5,0
102,70,21,0,2.5,0
362,71,26,0,2.5,0
476,87,0,0,2.3,1
336,7,16,0,2.5,0
346,61,29,0,2.5,0
102,12,15,0,2.5,0
416,11,15,0,2.5,0
186,19,0,0,2.3,1
132,33,0,0,2.3,1
483,65,1,0,2.5,1
91,22,3,0,2.5,1
215,10,29,0,2.5,0
52,71,5,0,2.5,0
255,69,26,0,2.5,0
351,73,23,0,2.5,0
350,37,9,0,2.5,0
435,9,16,0,2.5,0
330,52,19,0,2.5,0
463,2,0,0,2.3,1
461,87,27,0,2.5,0
189,16,4,0,2.5,0
206,73,11,0,2.5,0
55,71,26,0,2.5,0
447,23,26,0,2.5,0
256,3,5,0,2.5,0
342,49,3,0,2.5,1
1,43,15,0,2.5,0
47,91,23,0,2.5,0
191,6,0,0,2.3,1
271,43,26,0,2.5,0
243,70,24,0,2.5,0
206,99,12,0,2.5,0
141,71,2,0,2.5,1
128,36,1,0,2.5,1
128,15,25,0,2.5,0
366,74,19,0,2.5,1
470,78,17,0,2.5,0
370,86,30,0,2.5,0
308,75,11,0,2.5,1
164,13,18,0,2.5,0
418,52,24,0,2.5,0
109,86,28,0,2.5,0
41,38,24,0,2.5,0
408,35,12,0,2.5,0
245,97,28,0,2.5,0
400,34,30,0,2.5,0
239,65,13,0,2.5,0
313,71,4,0,2.5,0
411,5,13,0,2.5,0
176,81,10,0,2.5,0
121,18,30,0,2.5,0
9,22,3,0,2.5,0
22,76,6,0,2.5,0
145,60,24,0,2.5,0
176,29,26,0,2.5,0
17,45,25,0,2.5,0
349,10,12,0,2.5,0
325,35,0,0,2.3,1
307,74,0,1,2.4,1
57,60,28,0,2.5,0
369,83,0,0,2.3,1
484,72,28,0,2.5,0
225,75,0,0,2.3,1
492,34,20,0,2.5,0
364,51,22,0,2.5,0
304,63,9,0,2.5,0
377,63,17,0,2.5,0
235,34,25,0,2.5,0
114,20,20,0,2.5,0
222,19,25,0,2.5,0
114,61,6,0,2.5,0
116,79,4,0,2.5,0
293,53,18,0,2.5,0
119,94,15,0,2.5,0
419,67,2,0,2.5,0
409,87,26,0,2.5,0
7,76,8,0,2.5,0
78,70,1,0,2.5,1
340,94,0,1,2.6,1
222,0,1,0,2.5,1
397,87,14,0,2.5,0
155,18,0,0,2.3,1
123,28,5,0,2.5,0
270,25,23,0,2.5,0
341,18,25,0,2.5,0
226,14,17,0,2.5,0
278,0,22,0,2.5,0
315,51,5,0,2.5,0
388,7,22,0,2.5,0
329,91,1,0,2.5,0
393,66,17,0,2.5,0
40,89,15,0,2.5,0
65,31,30,0,2.5,0
243,27,15,0,2.5,0
247,41,26,0,2.5,0
213,89,14,0,2.5,0
191,84,1,0,2.5,1
451,78,0,0,2.3,1
459,91,21,0,2.5,0
463,54,26,0,2.5,0
39,54,27,0,2.5,0
102,12,0,0,2.3,1
179,23,15,0,2.5,0
154,86,21,0,2.5,0
420,72,4,0,2.5,0
113,77,3,0,2.5,0
66,21,17,0,2.5,0
9,42,13,0,2.5,0
270,58,1,0,2.5,0
60,72,9,0,2.5,0
220,43,19,0,2.5,0
241,7,18,0,2.5,0
206,7,22,0,2.5,0
440,42,29,0,2.5,0
141,72,1,0,2.5,1
56,55,10,0,2.5,0
395,39,1,0,2.5,1
102,99,19,0,2.5,0
431,79,5,0,2.5,0
170,59,3,0,2.5,0
1,34,0,0,2.3,1
359,81,21,0,2.5,0
433,94,9,0,2.5,0
58,77,23,0,2.5,0
267,29,23,0,2.5,0
222,50,14,0,2.5,0
114,88,12,0,2.5,0
496,3,13,0,2.5,0
334,15,13,0,2.5,0
412,15,10,0,2.5,1
421,81,13,0,2.5,0
61,73,17,0,2.5,0
470,23,20,0,2.5,0
381,26,15,0,2.5,0
17,20,0,0,2.3,1
186,87,14,0,2.5,0
335,66,6,0,2.5,0
334,8,3,0,2.5,1
315,83,24,0,2.5,0
448,74,2,0,2.5,1
39,1,14,0,2.5,0
87,35,0,0,2.3,1
373,86,28,0,2.5,0
228,16,16,0,2.5,0
15,5,7,0,2.5,0
334,39,20,0,2.5,0
258,2,1,0,2.5,0
223,72,18,0,2.5,0
262,20,1,0,2.5,1
159,96,23,0,2.5,0
123,56,16,0,2.5,0
130,11,28,0,2.5,0
32,64,0,0,2.3,1
368,83,30,0,2.5,0
461,83,25,0,2.5,0
81,2,0,0,2.3,1
270,74,0,0,2.3,1
129,12,11,0,2.5,0
488,27,7,0,2.5,0
35,3,19,0,2.5,0
446,79,1,0,2.5,1
288,1,17,0,2.5,0
313,53,16,0,2.5,0
449,87,30,0,2.5,0
71,69,9,0,2.5,0
312,20,5,0,2.5,0
334,25,3,0,2.5,1
485,79,6,0,2.5,0
25,27,5,0,2.5,0
162,29,2,0,2.5,0
264,33,0,0,2.3,1
394,57,11,0,2.5,0
308,57,9,0,2.5,0
454,0,8,0,2.5,1
146,15,20,0,2.5,0
164,0,7,0,2.5,0
311,2,28,0,2.5,0
473,2,0,0,2.3,1
148,37,17,0,2.5,0
234,14,8,0,2.5,0
370,12,20,0,2.5,0
152,89,23,0,2.5,0
240,62,26,0,2.5,0
16,77,0,0,2.3,1
95,66,5,0,2.5,0
424,59,12,0,2.5,0
48,46,29,0,2.5,0
293,98,6,0,2.5,1
335,4,26,0,2.5,0
410,25,21,0,2.5,0
338,61,15,0,2.5,0
450,67,18,0,2.5,0
97,7,19,0,2.5,0
36,28,9,0,2.5,0
254,79,27,0,2.5,0
158,31,1,0,2.5,1
227,45,2,0,2.5,0
156,30,28,0,2.5,0
78,81,27,0,2.5,0
379,78,5,0,2.5,0
111,72,26,0,2.5,0
419,24,8,0,2.5,1
233,78,20,0,2.5,0
286,83,18,0,2.5,0
215,25,27,0,2.5,0
19,62,0,0,2.3,1
243,58,20,0,2.5,0
168,86,1,0,2.5,1
401,27,0,0,2.3,1
33,16,23,0,2.5,0
78,82,2,0,2.5,1
139,46,1,0,2.5,1
93,24,8,0,2.5,0
486,14,25,0,2.5,0
62,27,26,0,2.5,0
111,46,4,0,2.5,0
246,67,6,0,2.5,1
335,75,20,0,2.5,0
430,37,0,0,2.3,1
381,18,16,0,2.5,0
384,8,28,0,2.5,0
331,76,3,0,2.5,0
440,68,18,0,2.5,0
186,88,17,0,2.5,0
112,26,27,0,2.5,0
448,66,26,0,2.5,0
476,31,16,0,2.5,0
86,56,7,0,2.5,0
266,89,26,0,2.5,0
180,33,5,0,2.5,0
185,33,13,0,2.5,0
422,42,24,0,2.5,0
324,92,28,0,2.5,0
149,69,18,0,2.5,1
235,59,22,0,2.5,0
243,87,22,0,2.5,0
322,74,21,0,2.5,0
253,84,10,0,2.5,0
327,78,10,0,2.5,0
10,3,13,0,2.5,0
196,97,17,0,2.5,0
385,70,6,0,2.5,0
425,42,21,0,2.5,0
461,68,27,0,2.5,0
297,96,17,0,2.5,0
118,4,25,0,2.5,0
266,42,3,0,2.5,0
171,60,4,0,2.5,1
384,12,21,0,2.5,0
460,46,8,0,2.5,0
36,45,8,0,2.5,0
123,81,10,0,2.5,0
142,69,20,0,2.5,0
122,50,29,0,2.5,0
237,45,14,0,2.5,0
230,38,5,0,2.5,0
254,13,27,0,2.5,0
232,16,14,0,2.5,0
450,1,25,0,2.5,0
441,90,8,0,2.5,0
311,34,16,0,2.5,0
356,29,15,0,2.5,0
68,55,11,0,2.5,0
337,50,14,0,2.5,0
296,71,19,0,2.5,0
310,83,14,0,2.5,0
430,0,27,0,2.5,0
190,51,12,0,2.5,0
330,5,0,0,2.3,1
199,74,9,0,2.5,1
223,73,10,0,2.5,0
153,0,27,0,2.5,0
121,47,25,0,2.5,0
245,45,12,0,2.5,0
495,69,26,0,2.5,0
287,93,17,0,2.5,0
360,46,17,0,2.5,0
89,17,0,0,2.3,1
178,37,4,0,2.5,0
246,18,26,0,2.5,0
405,82,5,0,2.5,0
257,14,0,0,2.3,1
164,78,27,0,2.5,0
156,2,14,0,2.5,0
337,55,23,0,2.5,0
138,49,3,0,2.5,0
409,21,0,2,2.7,1
235,98,14,0,2.5,0
192,21,5,0,2.5,0
408,0,3,0,2.5,1
84,20,2,0,2.5,1
419,36,13,0,2.5,0
53,69,11,0,2.5,0
336,70,3,0,2.5,1
282,78,0,1,2.4,1
355,57,26,0,2.5,0
191,76,27,0,2.5,0
302,68,11,0,2.5,0
87,15,0,0,2.3,1
53,35,23,0,2.5,0
134,35,9,0,2.5,0
292,41,0,0,2.3,1
231,39,26,0,2.5,0
495,89,23,0,2.5,0
231,34,9,0,2.5,0
398,67,8,0,2.5,0
363,59,3,0,2.5,0
111,34,16,0,2.5,0
333,98,28,0,2.5,0
368,62,17,0,2.5,0
41,95,15,0,2.5,0
107,40,16,0,2.5,0
116,84,25,0,2.5,0
73,87,22,0,2.5,0
271,95,1,0,2.5,1
312,2,6,0,2.5,0
251,30,12,0,2.5,1
495,29,14,0,2.5,0
7,1,23,0,2.5,0
35,80,6,0,2.5,0
489,4,0,2,2.5,1
200,36,9,0,2.5,0
311,8,6,0,2.5,0
296,88,15,0,2.5,0
408,45,21,0,2.5,0
139,40,5,0,2.5,0
112,4,5,0,2.5,0
259,37,0,0,2.3,1
497,74,26,0,2.5,0
478,12,20,0,2.5,0
255,54,5,0,2.5,0
56,68,29,0,2.5,0
302,57,6,0,2.5,0
5,90,7,0,2.5,0
392,72,24,0,2.5,0
197,6,24,0,2.5,0
46,83,26,0,2.5,0
425,11,20,0,2.5,0
278,62,9,0,2.5,0
98,27,0,1,2.4,1
119,5,8,0,2.5,0
463,90,0,0,2.3,1
85,40,4,0,2.5,1
145,66,7,0,2.5,0
340,22,3,0,2.5,1
330,64,28,0,2.5,0
176,44,19,0,2.5,0
192,29,28,0,2.5,0
379,50,16,0,2.5,0
462,70,0,1,2.6,1
422,95,0,0,2.3,1
68,93,30,0,2.5,0
298,1,29,0,2.5,0
322,50,28,0,2.5,0
183,96,20,0,2.5,0
490,72,18,0,2.5,0
28,80,7,0,2.5,0
173,15,15,0,2.5,1
42,22,5,0,2.5,0
494,80,6,0,2.5,0
38,85,4,0,2.5,0
251,86,3,0,2.5,1
265,25,0,1,2.6,1
178,67,15,0,2.5,0
399,44,0,1,2.6,1
301,14,0,0,2.3,1
267,49,1,0,2.5,0
77,11,14,0,2.5,0
204,14,17,0,2.5,0
217,3,22,0,2.5,0
466,71,24,0,2.5,0
67,18,23,0,2.5,0
152,58,30,0,2.5,0
435,77,19,0,2.5,0
